timestamp,date,time,wm_id,in_use
2021-12-01 07:00:00,2021-12-01,07:00,1,False
2021-12-01 07:05:00,2021-12-01,07:05,1,False
2021-12-01 07:10:00,2021-12-01,07:10,1,False
2021-12-01 07:15:00,2021-12-01,07:15,1,False
2021-12-01 07:20:00,2021-12-01,07:20,1,False
2021-12-01 07:25:00,2021-12-01,07:25,1,False
2021-12-01 07:30:00,2021-12-01,07:30,1,False
2021-12-01 07:35:00,2021-12-01,07:35,1,False
2021-12-01 07:40:00,2021-12-01,07:40,1,False
2021-12-01 07:45:00,2021-12-01,07:45,1,False
2021-12-01 07:50:00,2021-12-01,07:50,1,False
2021-12-01 07:55:00,2021-12-01,07:55,1,False
2021-12-01 08:00:00,2021-12-01,08:00,1,True
2021-12-01 08:05:00,2021-12-01,08:05,1,True
2021-12-01 08:10:00,2021-12-01,08:10,1,True
2021-12-01 08:15:00,2021-12-01,08:15,1,True
2021-12-01 08:20:00,2021-12-01,08:20,1,True
2021-12-01 08:25:00,2021-12-01,08:25,1,True
2021-12-01 08:30:00,2021-12-01,08:30,1,True
2021-12-01 08:35:00,2021-12-01,08:35,1,True
2021-12-01 08:40:00,2021-12-01,08:40,1,True
2021-12-01 08:45:00,2021-12-01,08:45,1,True
2021-12-01 08:50:00,2021-12-01,08:50,1,True
2021-12-01 08:55:00,2021-12-01,08:55,1,False
2021-12-01 09:00:00,2021-12-01,09:00,1,False
2021-12-01 09:05:00,2021-12-01,09:05,1,False
2021-12-01 09:10:00,2021-12-01,09:10,1,False
2021-12-01 09:15:00,2021-12-01,09:15,1,False
2021-12-01 09:20:00,2021-12-01,09:20,1,False
2021-12-01 09:25:00,2021-12-01,09:25,1,True
2021-12-01 09:30:00,2021-12-01,09:30,1,True
2021-12-01 09:35:00,2021-12-01,09:35,1,True
2021-12-01 09:40:00,2021-12-01,09:40,1,True
2021-12-01 09:45:00,2021-12-01,09:45,1,True
2021-12-01 09:50:00,2021-12-01,09:50,1,True
2021-12-01 09:55:00,2021-12-01,09:55,1,True
2021-12-01 10:00:00,2021-12-01,10:00,1,True
2021-12-01 10:05:00,2021-12-01,10:05,1,True
2021-12-01 10:10:00,2021-12-01,10:10,1,True
2021-12-01 10:15:00,2021-12-01,10:15,1,True
2021-12-01 10:20:00,2021-12-01,10:20,1,False
2021-12-01 10:25:00,2021-12-01,10:25,1,False
2021-12-01 10:30:00,2021-12-01,10:30,1,False
2021-12-01 10:35:00,2021-12-01,10:35,1,False
2021-12-01 10:40:00,2021-12-01,10:40,1,False
2021-12-01 10:45:00,2021-12-01,10:45,1,False
2021-12-01 10:50:00,2021-12-01,10:50,1,True
2021-12-01 10:55:00,2021-12-01,10:55,1,True
2021-12-01 11:00:00,2021-12-01,11:00,1,True
2021-12-01 11:05:00,2021-12-01,11:05,1,True
2021-12-01 11:10:00,2021-12-01,11:10,1,True
2021-12-01 11:15:00,2021-12-01,11:15,1,True
2021-12-01 11:20:00,2021-12-01,11:20,1,True
2021-12-01 11:25:00,2021-12-01,11:25,1,True
2021-12-01 11:30:00,2021-12-01,11:30,1,True
2021-12-01 11:35:00,2021-12-01,11:35,1,True
2021-12-01 11:40:00,2021-12-01,11:40,1,True
2021-12-01 11:45:00,2021-12-01,11:45,1,False
2021-12-01 11:50:00,2021-12-01,11:50,1,False
2021-12-01 11:55:00,2021-12-01,11:55,1,False
2021-12-01 12:00:00,2021-12-01,12:00,1,False
2021-12-01 12:05:00,2021-12-01,12:05,1,True
2021-12-01 12:10:00,2021-12-01,12:10,1,True
2021-12-01 12:15:00,2021-12-01,12:15,1,True
2021-12-01 12:20:00,2021-12-01,12:20,1,True
2021-12-01 12:25:00,2021-12-01,12:25,1,True
2021-12-01 12:30:00,2021-12-01,12:30,1,True
2021-12-01 12:35:00,2021-12-01,12:35,1,True
2021-12-01 12:40:00,2021-12-01,12:40,1,True
2021-12-01 12:45:00,2021-12-01,12:45,1,True
2021-12-01 12:50:00,2021-12-01,12:50,1,True
2021-12-01 12:55:00,2021-12-01,12:55,1,True
2021-12-01 13:00:00,2021-12-01,13:00,1,False
2021-12-01 13:05:00,2021-12-01,13:05,1,False
2021-12-01 13:10:00,2021-12-01,13:10,1,True
2021-12-01 13:15:00,2021-12-01,13:15,1,True
2021-12-01 13:20:00,2021-12-01,13:20,1,True
2021-12-01 13:25:00,2021-12-01,13:25,1,True
2021-12-01 13:30:00,2021-12-01,13:30,1,True
2021-12-01 13:35:00,2021-12-01,13:35,1,True
2021-12-01 13:40:00,2021-12-01,13:40,1,True
2021-12-01 13:45:00,2021-12-01,13:45,1,True
2021-12-01 13:50:00,2021-12-01,13:50,1,True
2021-12-01 13:55:00,2021-12-01,13:55,1,True
2021-12-01 14:00:00,2021-12-01,14:00,1,True
2021-12-01 14:05:00,2021-12-01,14:05,1,False
2021-12-01 14:10:00,2021-12-01,14:10,1,False
2021-12-01 14:15:00,2021-12-01,14:15,1,False
2021-12-01 14:20:00,2021-12-01,14:20,1,True
2021-12-01 14:25:00,2021-12-01,14:25,1,True
2021-12-01 14:30:00,2021-12-01,14:30,1,True
2021-12-01 14:35:00,2021-12-01,14:35,1,True
2021-12-01 14:40:00,2021-12-01,14:40,1,True
2021-12-01 14:45:00,2021-12-01,14:45,1,True
2021-12-01 14:50:00,2021-12-01,14:50,1,True
2021-12-01 14:55:00,2021-12-01,14:55,1,True
2021-12-01 15:00:00,2021-12-01,15:00,1,True
2021-12-01 15:05:00,2021-12-01,15:05,1,True
2021-12-01 15:10:00,2021-12-01,15:10,1,True
2021-12-01 15:15:00,2021-12-01,15:15,1,False
2021-12-01 15:20:00,2021-12-01,15:20,1,False
2021-12-01 15:25:00,2021-12-01,15:25,1,False
2021-12-01 15:30:00,2021-12-01,15:30,1,False
2021-12-01 15:35:00,2021-12-01,15:35,1,False
2021-12-01 15:40:00,2021-12-01,15:40,1,False
2021-12-01 15:45:00,2021-12-01,15:45,1,False
2021-12-01 15:50:00,2021-12-01,15:50,1,False
2021-12-01 15:55:00,2021-12-01,15:55,1,False
2021-12-01 16:00:00,2021-12-01,16:00,1,False
2021-12-01 16:05:00,2021-12-01,16:05,1,False
2021-12-01 16:10:00,2021-12-01,16:10,1,False
2021-12-01 16:15:00,2021-12-01,16:15,1,False
2021-12-01 16:20:00,2021-12-01,16:20,1,False
2021-12-01 16:25:00,2021-12-01,16:25,1,False
2021-12-01 16:30:00,2021-12-01,16:30,1,False
2021-12-01 16:35:00,2021-12-01,16:35,1,False
2021-12-01 16:40:00,2021-12-01,16:40,1,False
2021-12-01 16:45:00,2021-12-01,16:45,1,True
2021-12-01 16:50:00,2021-12-01,16:50,1,True
2021-12-01 16:55:00,2021-12-01,16:55,1,True
2021-12-01 17:00:00,2021-12-01,17:00,1,True
2021-12-01 17:05:00,2021-12-01,17:05,1,True
2021-12-01 17:10:00,2021-12-01,17:10,1,True
2021-12-01 17:15:00,2021-12-01,17:15,1,True
2021-12-01 17:20:00,2021-12-01,17:20,1,True
2021-12-01 17:25:00,2021-12-01,17:25,1,True
2021-12-01 17:30:00,2021-12-01,17:30,1,True
2021-12-01 17:35:00,2021-12-01,17:35,1,True
2021-12-01 17:40:00,2021-12-01,17:40,1,False
2021-12-01 17:45:00,2021-12-01,17:45,1,False
2021-12-01 17:50:00,2021-12-01,17:50,1,False
2021-12-01 17:55:00,2021-12-01,17:55,1,False
2021-12-01 18:00:00,2021-12-01,18:00,1,True
2021-12-01 18:05:00,2021-12-01,18:05,1,True
2021-12-01 18:10:00,2021-12-01,18:10,1,True
2021-12-01 18:15:00,2021-12-01,18:15,1,True
2021-12-01 18:20:00,2021-12-01,18:20,1,True
2021-12-01 18:25:00,2021-12-01,18:25,1,True
2021-12-01 18:30:00,2021-12-01,18:30,1,True
2021-12-01 18:35:00,2021-12-01,18:35,1,True
2021-12-01 18:40:00,2021-12-01,18:40,1,True
2021-12-01 18:45:00,2021-12-01,18:45,1,True
2021-12-01 18:50:00,2021-12-01,18:50,1,True
2021-12-01 18:55:00,2021-12-01,18:55,1,False
2021-12-01 19:00:00,2021-12-01,19:00,1,False
2021-12-01 19:05:00,2021-12-01,19:05,1,False
2021-12-01 19:10:00,2021-12-01,19:10,1,False
2021-12-01 19:15:00,2021-12-01,19:15,1,False
2021-12-01 19:20:00,2021-12-01,19:20,1,False
