,timestamp,wm_id,in_use
0,2021-12-01 07:00:00,1,False
1,2021-12-01 07:05:00,1,False
2,2021-12-01 07:10:00,1,False
3,2021-12-01 07:15:00,1,False
4,2021-12-01 07:20:00,1,False
5,2021-12-01 07:25:00,1,False
6,2021-12-01 07:30:00,1,False
7,2021-12-01 07:35:00,1,False
8,2021-12-01 07:40:00,1,False
9,2021-12-01 07:45:00,1,False
10,2021-12-01 07:50:00,1,False
11,2021-12-01 07:55:00,1,True
12,2021-12-01 08:00:00,1,True
13,2021-12-01 08:05:00,1,True
14,2021-12-01 08:10:00,1,True
15,2021-12-01 08:15:00,1,True
16,2021-12-01 08:20:00,1,True
17,2021-12-01 08:25:00,1,True
18,2021-12-01 08:30:00,1,True
19,2021-12-01 08:35:00,1,True
20,2021-12-01 08:40:00,1,True
21,2021-12-01 08:45:00,1,True
22,2021-12-01 08:50:00,1,False
23,2021-12-01 08:55:00,1,False
24,2021-12-01 09:00:00,1,False
25,2021-12-01 09:05:00,1,False
26,2021-12-01 09:10:00,1,False
27,2021-12-01 09:15:00,1,False
28,2021-12-01 09:20:00,1,False
29,2021-12-01 09:25:00,1,False
30,2021-12-01 09:30:00,1,False
31,2021-12-01 09:35:00,1,False
32,2021-12-01 09:40:00,1,True
33,2021-12-01 09:45:00,1,True
34,2021-12-01 09:50:00,1,True
35,2021-12-01 09:55:00,1,True
36,2021-12-01 10:00:00,1,True
37,2021-12-01 10:05:00,1,True
38,2021-12-01 10:10:00,1,True
39,2021-12-01 10:15:00,1,True
40,2021-12-01 10:20:00,1,True
41,2021-12-01 10:25:00,1,True
42,2021-12-01 10:30:00,1,True
43,2021-12-01 10:35:00,1,False
44,2021-12-01 10:40:00,1,False
45,2021-12-01 10:45:00,1,False
46,2021-12-01 10:50:00,1,False
47,2021-12-01 10:55:00,1,True
48,2021-12-01 11:00:00,1,True
49,2021-12-01 11:05:00,1,True
50,2021-12-01 11:10:00,1,True
51,2021-12-01 11:15:00,1,True
52,2021-12-01 11:20:00,1,True
53,2021-12-01 11:25:00,1,True
54,2021-12-01 11:30:00,1,True
55,2021-12-01 11:35:00,1,True
56,2021-12-01 11:40:00,1,True
57,2021-12-01 11:45:00,1,True
58,2021-12-01 11:50:00,1,False
59,2021-12-01 11:55:00,1,False
60,2021-12-01 12:00:00,1,False
61,2021-12-01 12:05:00,1,False
62,2021-12-01 12:10:00,1,False
63,2021-12-01 12:15:00,1,False
64,2021-12-01 12:20:00,1,False
65,2021-12-01 12:25:00,1,False
66,2021-12-01 12:30:00,1,False
67,2021-12-01 12:35:00,1,False
68,2021-12-01 12:40:00,1,False
69,2021-12-01 12:45:00,1,False
70,2021-12-01 12:50:00,1,False
71,2021-12-01 12:55:00,1,False
72,2021-12-01 13:00:00,1,False
73,2021-12-01 13:05:00,1,False
74,2021-12-01 13:10:00,1,True
75,2021-12-01 13:15:00,1,True
76,2021-12-01 13:20:00,1,True
77,2021-12-01 13:25:00,1,True
78,2021-12-01 13:30:00,1,True
79,2021-12-01 13:35:00,1,True
80,2021-12-01 13:40:00,1,True
81,2021-12-01 13:45:00,1,True
82,2021-12-01 13:50:00,1,True
83,2021-12-01 13:55:00,1,True
84,2021-12-01 14:00:00,1,True
85,2021-12-01 14:05:00,1,False
86,2021-12-01 14:10:00,1,False
87,2021-12-01 14:15:00,1,False
88,2021-12-01 14:20:00,1,False
89,2021-12-01 14:25:00,1,False
90,2021-12-01 14:30:00,1,False
91,2021-12-01 14:35:00,1,False
92,2021-12-01 14:40:00,1,False
93,2021-12-01 14:45:00,1,False
94,2021-12-01 14:50:00,1,False
95,2021-12-01 14:55:00,1,False
96,2021-12-01 15:00:00,1,False
97,2021-12-01 15:05:00,1,False
98,2021-12-01 15:10:00,1,False
99,2021-12-01 15:15:00,1,False
100,2021-12-01 15:20:00,1,False
101,2021-12-01 15:25:00,1,False
102,2021-12-01 15:30:00,1,True
103,2021-12-01 15:35:00,1,True
104,2021-12-01 15:40:00,1,True
105,2021-12-01 15:45:00,1,True
106,2021-12-01 15:50:00,1,True
107,2021-12-01 15:55:00,1,True
108,2021-12-01 16:00:00,1,True
109,2021-12-01 16:05:00,1,True
110,2021-12-01 16:10:00,1,True
111,2021-12-01 16:15:00,1,True
112,2021-12-01 16:20:00,1,True
113,2021-12-01 16:25:00,1,False
114,2021-12-01 16:30:00,1,True
115,2021-12-01 16:35:00,1,True
116,2021-12-01 16:40:00,1,True
117,2021-12-01 16:45:00,1,True
118,2021-12-01 16:50:00,1,True
119,2021-12-01 16:55:00,1,True
120,2021-12-01 17:00:00,1,True
121,2021-12-01 17:05:00,1,True
122,2021-12-01 17:10:00,1,True
123,2021-12-01 17:15:00,1,True
124,2021-12-01 17:20:00,1,True
